"sample" "reference" "size" "megan.taxonomy" "OTU" "exclude.itsx" "exclude.lc" "exclude.lichen" "exclude.smallotus" "ref.otu" "size.otu" "hit.otu" "kingdom" "evk" "division" "evd" "class" "evc" "order" "evo" "family" "evf" "genus" "evg" "species" "evs"
"ITA87PB02EWK6D" "A608" "ITA87PB02EWK6D" "2" " Ascomycota" "34" "0" "0" "0" "0" "ITA87PB02DWHIU" " 870" "KF297168" "Fungi" "-39.2493070965566" "Ascomycota" "-39.2493070965566" "Eurotiomycetes" "-39.2493070965566" "Chaetothyriales" "-39.2493070965566" "Herpotrichiellaceae" "-35.4550671267848" "Staurothele" "-26.5324088272604" "Chaetothyriales" "-39.2493070965566"
"ITA87PB02DEUYW" "A608" "ITA87PB02DEUYW" "2" " Ascomycota" "34" "0" "0" "0" "0" "ITA87PB02DWHIU" " 870" "KF297168" "Fungi" "-39.2493070965566" "Ascomycota" "-39.2493070965566" "Eurotiomycetes" "-39.2493070965566" "Chaetothyriales" "-39.2493070965566" "Herpotrichiellaceae" "-35.4550671267848" "Staurothele" "-26.5324088272604" "Chaetothyriales" "-39.2493070965566"
"ITA87PB02D8TGZ" "A608" "ITA87PB02D8TGZ" "2" " Ascomycota sp. AR-2010" "10" "0" "0" "0" "0" "ITA87PB02D8COF" "5247" "KF309963" "Fungi" "-166.009270246886" "Ascomycota" "-166.009270246886" "Dothideomycetes" "-166.009270246886" "Capnodiales" "-135.159373306089" "Mycosphaerellaceae" "-135.159373306089" "Penidiella" "-108.444642922034" "Dothideomycetes" "-166.009270246886"
"ITA87PB02EF9EO" "A608" "ITA87PB02EF9EO" "2" " Ascomycota" "34" "0" "0" "0" "0" "ITA87PB02DWHIU" " 870" "KF297168" "Fungi" "-39.2493070965566" "Ascomycota" "-39.2493070965566" "Eurotiomycetes" "-39.2493070965566" "Chaetothyriales" "-39.2493070965566" "Herpotrichiellaceae" "-35.4550671267848" "Staurothele" "-26.5324088272604" "Chaetothyriales" "-39.2493070965566"
"ITA87PB02D3GOV" "A608" "ITA87PB02D3GOV" "2" " Tephromela cf. atra LM-2014" "221" "0" "0" "0" "0" "ITA87PB02ENQ05" "   6" "JF744986" "Fungi" "-178.503024964867" "Ascomycota" "-178.503024964867" "Lecanoromycetes" "-178.503024964867" "Lecanorales" "-178.503024964867" "Tephromelataceae" "-178.503024964867" "Tephromela" "-178.503024964867" "Tephromela" "-178.503024964867"
"ITA87PB02DHJJA" "A608" "ITA87PB02DHJJA" "2" " Ascomycota" "34" "0" "0" "0" "0" "ITA87PB02DWHIU" " 870" "KF297168" "Fungi" "-39.2493070965566" "Ascomycota" "-39.2493070965566" "Eurotiomycetes" "-39.2493070965566" "Chaetothyriales" "-39.2493070965566" "Herpotrichiellaceae" "-35.4550671267848" "Staurothele" "-26.5324088272604" "Chaetothyriales" "-39.2493070965566"
"ITA87PB02DYBVH" "A608" "ITA87PB02DYBVH" "2" " Ascomycota" "34" "0" "0" "0" "0" "ITA87PB02DWHIU" " 870" "KF297168" "Fungi" "-39.2493070965566" "Ascomycota" "-39.2493070965566" "Eurotiomycetes" "-39.2493070965566" "Chaetothyriales" "-39.2493070965566" "Herpotrichiellaceae" "-35.4550671267848" "Staurothele" "-26.5324088272604" "Chaetothyriales" "-39.2493070965566"
"ITA87PB02EBXRS" "A482" "ITA87PB02EBXRS" "2" " Ascomycota sp. AR-2010" "10" "0" "0" "0" "0" "ITA87PB02D8COF" "5247" "KF309963" "Fungi" "-166.009270246886" "Ascomycota" "-166.009270246886" "Dothideomycetes" "-166.009270246886" "Capnodiales" "-135.159373306089" "Mycosphaerellaceae" "-135.159373306089" "Penidiella" "-108.444642922034" "Dothideomycetes" "-166.009270246886"
"ITA87PB02DVY9L" "A482" "ITA87PB02DVY9L" "2" " Fibulobasidium" "13" "0" "0" "0" "0" "ITA87PB02DOA4D" "1574" "KF823589" "Fungi" "-114.030642361034" "Basidiomycota" "-114.030642361034" "Tremellomycetes" "-114.030642361034" "Tremellales" "-114.030642361034" "Sirobasidiaceae" "-114.030642361034" "unidentified" "-114.030642361034" "uncultured" "-114.030642361034"
"ITA87PB02EDGU7" "A476" "ITA87PB02EDGU7" "2" " Fibulobasidium" "26" "0" "0" "0" "0" "ITA87PB02ERHWS" "2524" "KF823589" "Fungi" "-108.732324994486" "Basidiomycota" "-108.732324994486" "Tremellomycetes" "-108.732324994486" "Tremellales" "-108.732324994486" "Sirobasidiaceae" "-108.732324994486" "unidentified" "-108.732324994486" "uncultured" "-108.732324994486"
"ITA87PB02CZOFL" "A476" "ITA87PB02CZOFL" "2" " Catenulostroma hermanusense" "28" "0" "0" "0" "0" "ITA87PB02C48DP" " 855" "AY843175" "Fungi" "-164.687514406903" "Ascomycota" "-164.687514406903" "Dothideomycetes" "-164.687514406903" "Capnodiales" "-164.687514406903" "Teratosphaeriaceae" "-139.071396311517" "Catenulostroma" "-139.071396311517" "Capnodiales" "-164.687514406903"
"ITA87PB02EWBFA" "A476" "ITA87PB02EWBFA" "2" " Cladophialophora chaetospira" "88" "0" "0" "0" "0" "ITA87PB02EGXJN" "  23" "EU139133" "Fungi" "-145.286004409939" "Ascomycota" "-145.286004409939" "Eurotiomycetes" "-145.286004409939" "Chaetothyriales" "-145.286004409939" "Herpotrichiellaceae" "-145.286004409939" "Cladophialophora" "-145.286004409939" "Cladophialophora" "-145.286004409939"
"ITA87PB02ENTPK" "A476" "ITA87PB02ENTPK" "2" " Cladophialophora chaetospira" "21" "0" "0" "0" "0" "ITA87PB02ENF3B" "1931" "FN298727" "Fungi" "-146.672298771059" "Ascomycota" "-146.672298771059" "Eurotiomycetes" "-146.672298771059" "Chaetothyriales" "-146.672298771059" "Herpotrichiellaceae" "-146.672298771059" "Cladophialophora" "-145.286004409939" "Herpotrichiellaceae" "-146.672298771059"
"ITA87PB02DOIUV" "A440" "ITA87PB02DOIUV" "2" " Catenulostroma hermanusense" "28" "0" "0" "0" "0" "ITA87PB02C48DP" " 855" "AY843175" "Fungi" "-164.687514406903" "Ascomycota" "-164.687514406903" "Dothideomycetes" "-164.687514406903" "Capnodiales" "-164.687514406903" "Teratosphaeriaceae" "-139.071396311517" "Catenulostroma" "-139.071396311517" "Capnodiales" "-164.687514406903"
"ITA87PB02EQKKB" "A440" "ITA87PB02EQKKB" "2" " Basidiomycota" "251" "0" "0" "0" "0" "ITA87PB02EQKKB" "   2" "GU328582" "Fungi" "-91.0047914310937" "Basidiomycota" "-91.0047914310937" "Tremellomycetes" "-91.0047914310937" "Tremellales" "-91.0047914310937" "unidentified" "-91.0047914310937" "unidentified" "-91.0047914310937" "Tremellales" "-91.0047914310937"
"ITA87PB02DB7U9" "A440" "ITA87PB02DB7U9" "2" " Fibulobasidium" "30" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02C10BY" "A440" "ITA87PB02C10BY" "2" " Fibulobasidium" "30" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02DESMJ" "A440" "ITA87PB02DESMJ" "2" " Fibulobasidium" "30" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02DO5VW" "A440" "ITA87PB02DO5VW" "2" " Cladosporium" "46" "0" "0" "0" "0" "NO_OTU" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"ITA87PB02EJQ2J" "A440" "ITA87PB02EJQ2J" "2" " Fibulobasidium" "3" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02EO5OV" "A440" "ITA87PB02EO5OV" "2" " Not assigned" "37" "0" "0" "0" "0" "NO_OTU" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"ITA87PB02D6GZG" "A440" "ITA87PB02D6GZG" "2" " Fibulobasidium" "30" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02ET8EN" "A440" "ITA87PB02ET8EN" "2" " Basidiomycota" "68" "0" "0" "0" "0" "ITA87PB02DV4CG" "  47" "JN053511" "Fungi" "-114.0306" "Basidiomycota" "-114.0306" "Tremellomycetes" "-114.0306" "Tremellales" "-114.0306" NA "-114.0306" NA "-114.0306" NA "-114.0306"
"ITA87PB02D2IF5" "A440" "ITA87PB02D2IF5" "2" " Fibulobasidium" "37" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02EOQSO" "A440" "ITA87PB02EOQSO" "2" " Phaeotheca triangularis" "252" "0" "0" "0" "0" "ITA87PB02EOQSO" "   2" "KF309945" "Fungi" "-164.687514406903" "Ascomycota" "-164.687514406903" "Dothideomycetes" "-164.687514406903" "Capnodiales" "-164.687514406903" "unidentified" "-164.687514406903" "unidentified" "-164.687514406903" "uncultured" "-164.687514406903"
"ITA87PB02D3XAL" "A440" "ITA87PB02D3XAL" "2" " Herpotrichiellaceae" "46" "0" "0" "0" "0" "NO_OTU" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"ITA87PB02C5UNN" "A434" "ITA87PB02C5UNN" "2" " Gloeoporus pannocinctus" "253" "0" "0" "0" "0" "ITA87PB02C5UNN" "   2" "KJ140612" "Fungi" "-221.048168927428" "Basidiomycota" "-221.048168927428" "Agaricomycetes" "-221.048168927428" "Polyporales" "-221.048168927428" "Meruliaceae" "-221.048168927428" "Gloeoporus" "-221.048168927428" "Gloeoporus" "-221.048168927428"
"ITA87PB02DWO6Q" "A434" "ITA87PB02DWO6Q" "2" " Catenulostroma hermanusense" "155" "0" "0" "0" "0" "ITA87PB02DCFPA" "  25" "AY843175" "Fungi" "-158.185224236029" "Ascomycota" "-158.185224236029" "Dothideomycetes" "-158.185224236029" "Capnodiales" "-158.185224236029" "Teratosphaeriaceae" "-132.856788213095" "Catenulostroma" "-132.856788213095" "Capnodiales" "-158.185224236029"
"ITA87PB02CXBDU" "A434" "ITA87PB02CXBDU" "2" " Fibulobasidium" "26" "0" "0" "0" "0" "ITA87PB02ERHWS" "2524" "KF823589" "Fungi" "-108.732324994486" "Basidiomycota" "-108.732324994486" "Tremellomycetes" "-108.732324994486" "Tremellales" "-108.732324994486" "Sirobasidiaceae" "-108.732324994486" "unidentified" "-108.732324994486" "uncultured" "-108.732324994486"
"ITA87PB02C1511" "A434" "ITA87PB02C1511" "2" " Alternaria arborescens" "83" "0" "0" "0" "0" "ITA87PB02DJMKS" "  22" "KM025340" "Fungi" "-186.509392532518" "Ascomycota" "-186.509392532518" "Dothideomycetes" "-186.509392532518" "Pleosporales" "-186.509392532518" "Pleosporaceae" "-186.509392532518" "Alternaria" "-186.509392532518" "Alternaria" "-186.509392532518"
"ITA87PB02EC3Q7" "A434" "ITA87PB02EC3Q7" "2" " Fibulobasidium" "26" "0" "0" "0" "0" "ITA87PB02ERHWS" "2524" "KF823589" "Fungi" "-108.732324994486" "Basidiomycota" "-108.732324994486" "Tremellomycetes" "-108.732324994486" "Tremellales" "-108.732324994486" "Sirobasidiaceae" "-108.732324994486" "unidentified" "-108.732324994486" "uncultured" "-108.732324994486"
"ITA87PB02DPLF8" "A434" "ITA87PB02DPLF8" "2" " Ascomycota sp. CH-Fn22" "254" "0" "0" "0" "0" "ITA87PB02DPLF8" "   4" "KF516946" "Fungi" "-112.826669556708" "Ascomycota" "-93.3073765240878" "unidentified" "-112.826669556708" "unidentified" "-112.826669556708" "unidentified" "-112.826669556708" "unidentified" "-112.826669556708" "fungal" "-112.826669556708"
"ITA87PB02D0CQ6" "A434" "ITA87PB02D0CQ6" "2" " Ascomycota sp. CH-Fn22" "32" "0" "0" "0" "0" "ITA87PB02DQB5N" " 792" "KF516946" "Fungi" "-129.050125723324" "Ascomycota" "-106.024274793384" "unidentified" "-129.050125723324" "unidentified" "-129.050125723324" "unidentified" "-129.050125723324" "unidentified" "-129.050125723324" "fungal" "-129.050125723324"
"ITA87PB02C7VC4" "A434" "ITA87PB02C7VC4" "2" " Fibulobasidium" "26" "0" "0" "0" "0" "ITA87PB02ERHWS" "2524" "KF823589" "Fungi" "-108.732324994486" "Basidiomycota" "-108.732324994486" "Tremellomycetes" "-108.732324994486" "Tremellales" "-108.732324994486" "Sirobasidiaceae" "-108.732324994486" "unidentified" "-108.732324994486" "uncultured" "-108.732324994486"
"ITA87PB02DGDKS" "A434" "ITA87PB02DGDKS" "2" " Ascomycota sp. AR-2010" "10" "0" "0" "0" "0" "ITA87PB02D8COF" "5247" "KF309963" "Fungi" "-166.009270246886" "Ascomycota" "-166.009270246886" "Dothideomycetes" "-166.009270246886" "Capnodiales" "-135.159373306089" "Mycosphaerellaceae" "-135.159373306089" "Penidiella" "-108.444642922034" "Dothideomycetes" "-166.009270246886"
"ITA87PB02C4ZMK" "A434" "ITA87PB02C4ZMK" "2" " Not assigned" "108" "0" "0" "0" "0" "ITA87PB02D30TW" "  13" "JX967506" "Fungi" "-171.084444062119" "Ascomycota" "-171.084444062119" "Sordariomycetes" "-171.084444062119" "Hypocreales" "-171.084444062119" "Nectriaceae" "-171.084444062119" "Nectria" "-171.084444062119" "Nectria" "-171.084444062119"
"ITA87PB02EQG0Z" "A418" "ITA87PB02EQG0Z" "2" " Fibulobasidium" "13" "0" "0" "0" "0" "ITA87PB02DOA4D" "1574" "KF823589" "Fungi" "-114.030642361034" "Basidiomycota" "-114.030642361034" "Tremellomycetes" "-114.030642361034" "Tremellales" "-114.030642361034" "Sirobasidiaceae" "-114.030642361034" "unidentified" "-114.030642361034" "uncultured" "-114.030642361034"
"ITA87PB02C4A89" "A361" "ITA87PB02C4A89" "2" " Fibulobasidium" "3" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02DJXYE" "A361" "ITA87PB02DJXYE" "2" " Fibulobasidium" "3" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02D27JJ" "A361" "ITA87PB02D27JJ" "2" " Fibulobasidium" "3" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02D0861" "A361" "ITA87PB02D0861" "2" " Fibulobasidium" "3" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02ED7WX" "A361" "ITA87PB02ED7WX" "2" " Fibulobasidium" "3" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02D03G8" "A361" "ITA87PB02D03G8" "2" " Fibulobasidium" "3" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02EKL47" "A361" "ITA87PB02EKL47" "2" " Fibulobasidium" "3" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02C2ITZ" "A361" "ITA87PB02C2ITZ" "2" " Fibulobasidium" "3" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02DZOWP" "A361" "ITA87PB02DZOWP" "2" " Fibulobasidium" "3" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02DK93E" "A361" "ITA87PB02DK93E" "2" " Fibulobasidium" "77" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02ETFKT" "A361" "ITA87PB02ETFKT" "2" " Fibulobasidium" "3" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02C8EZ3" "A361" "ITA87PB02C8EZ3" "2" " Fibulobasidium" "3" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02D7TOL" "A361" "ITA87PB02D7TOL" "2" " Fibulobasidium" "3" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02DT3IL" "A361" "ITA87PB02DT3IL" "2" " Fibulobasidium" "3" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02ED75J" "A361" "ITA87PB02ED75J" "2" " Ascomycota sp. AR-2010" "10" "0" "0" "0" "0" "ITA87PB02D8COF" "5247" "KF309963" "Fungi" "-166.009270246886" "Ascomycota" "-166.009270246886" "Dothideomycetes" "-166.009270246886" "Capnodiales" "-135.159373306089" "Mycosphaerellaceae" "-135.159373306089" "Penidiella" "-108.444642922034" "Dothideomycetes" "-166.009270246886"
"ITA87PB02EWCZ9" "A361" "ITA87PB02EWCZ9" "2" " Fibulobasidium" "3" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02DR4HF" "A361" "ITA87PB02DR4HF" "2" " Not assigned" "77" "0" "0" "0" "0" "NO_OTU" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"ITA87PB02EP152" "A361" "ITA87PB02EP152" "2" " Fibulobasidium" "3" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02DYUQL" "A361" "ITA87PB02DYUQL" "2" " Fibulobasidium" "3" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02D2R55" "A361" "ITA87PB02D2R55" "2" " Fibulobasidium" "3" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02C0WF6" "A361" "ITA87PB02C0WF6" "2" " Fibulobasidium" "3" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02D6FAK" "A361" "ITA87PB02D6FAK" "2" " Fibulobasidium" "3" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02C3R6W" "A361" "ITA87PB02C3R6W" "2" " Fibulobasidium" "3" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02DPYYW" "A361" "ITA87PB02DPYYW" "2" " Fibulobasidium" "3" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02DKED2" "A361" "ITA87PB02DKED2" "2" " Fibulobasidium" "3" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02CZ2KM" "A361" "ITA87PB02CZ2KM" "2" " Fibulobasidium" "3" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02DV1TO" "A361" "ITA87PB02DV1TO" "2" " Fibulobasidium" "3" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02CZNJG" "A361" "ITA87PB02CZNJG" "2" " Fibulobasidium" "3" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02EVXEJ" "A361" "ITA87PB02EVXEJ" "2" " Fibulobasidium" "3" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02DXQD9" "A361" "ITA87PB02DXQD9" "2" " Fibulobasidium" "3" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02EGG83" "A361" "ITA87PB02EGG83" "2" " Fibulobasidium" "37" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02DGQMY" "A361" "ITA87PB02DGQMY" "2" " Ascomycota sp. AR-2010" "10" "0" "0" "0" "0" "ITA87PB02D8COF" "5247" "KF309963" "Fungi" "-166.009270246886" "Ascomycota" "-166.009270246886" "Dothideomycetes" "-166.009270246886" "Capnodiales" "-135.159373306089" "Mycosphaerellaceae" "-135.159373306089" "Penidiella" "-108.444642922034" "Dothideomycetes" "-166.009270246886"
"ITA87PB02DOXPX" "A361" "ITA87PB02DOXPX" "2" " Fibulobasidium" "3" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02C9PFK" "A361" "ITA87PB02C9PFK" "2" " Not assigned" "3" "0" "0" "0" "0" "NO_OTU" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"ITA87PB02EQMN0" "A361" "ITA87PB02EQMN0" "2" " Ascomycota sp. AR-2010" "48" "0" "0" "0" "0" "ITA87PB02EG0LF" " 145" "KF309963" "Fungi" "-153.174588941933" "Ascomycota" "-153.174588941933" "Dothideomycetes" "-153.174588941933" "Capnodiales" "-138.155105579643" "Mycosphaerellaceae" "-138.155105579643" "Penidiella" "-111.03491008748" "Dothideomycetes" "-153.174588941933"
"ITA87PB02DZ4YC" "A361" "ITA87PB02DZ4YC" "2" " Not assigned" "3" "0" "0" "0" "0" "NO_OTU" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"ITA87PB02DQW5S" "A361" "ITA87PB02DQW5S" "2" " Fibulobasidium" "3" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02EKZVD" "A361" "ITA87PB02EKZVD" "2" " Fibulobasidium" "3" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02C1KI9" "A361" "ITA87PB02C1KI9" "2" " Fibulobasidium" "77" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02C89AY" "A361" "ITA87PB02C89AY" "2" " Fibulobasidium" "3" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02DZW8V" "A361" "ITA87PB02DZW8V" "2" " Not assigned" "77" "0" "0" "0" "0" "NO_OTU" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"ITA87PB02DQKZB" "A361" "ITA87PB02DQKZB" "2" " Fibulobasidium" "3" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02DVKVR" "A361" "ITA87PB02DVKVR" "2" " Fibulobasidium" "3" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02ES5RR" "A361" "ITA87PB02ES5RR" "2" " Not assigned" "3" "0" "0" "0" "0" "NO_OTU" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"ITA87PB02DCGER" "A361" "ITA87PB02DCGER" "2" " Fibulobasidium" "3" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02C61SG" "A361" "ITA87PB02C61SG" "2" " Fibulobasidium" "3" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02DK60J" "A361" "ITA87PB02DK60J" "2" " Fibulobasidium" "3" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02DVG3P" "A361" "ITA87PB02DVG3P" "2" " Fibulobasidium" "3" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02DUG31" "A361" "ITA87PB02DUG31" "2" " Fibulobasidium" "3" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02EVOE0" "A361" "ITA87PB02EVOE0" "2" " Fibulobasidium" "3" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02ET4EK" "A361" "ITA87PB02ET4EK" "2" " Fibulobasidium" "3" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
